transaction_id,date,sender_name,sender_phone,receiver_name,amount_kes,transaction_type,status
TXN0128212,2023-03-16,Njeri Otieno,+254773805114,Ochieng Musyoka,376099.07,sale,Pending
TXN0114905,8-Mar-24,Auma Mwangi,0144960383,Mutua Rotich,371449.33,Refund,Reversed
TXN0113152,2024-03-14,Cherono Owino,+254718583924,Syombua Wambui,195347.29,refund,Completed
TXN0113528,25-Nov-23,Odero Njoroge,778893407,Akinyi Kariuki,240251.96,refund,Failed
TXN0120365,03/12/2023,Njeri Kamau,0145987965,Bett Odhiambo,121208.14,Sale,Failed
TXN0126159,7-Jun-24,Langat Chebet,715982903,Otieno Mutua,6305.89,TRANSFER,Pending
TXN0101255,7-May-23,Wambui Ndinda,733989838,Otieno Mwangi,177630.85,TRANSFER,Failed
TXN0123668,23/05/2023,Ochieng Owino,0755243827,Kibet Rotich,26837.27,sale,Completed
TXN0126728,23-Mar-24,Odero Owino,0719459129,Ndinda Wambui,3885.36,Refund,Reversed
TXN0113211,2023-06-22,Gitau Koech,+254756745386,Mulwa Wambui,166398.69,refund,Completed
TXN0111218,12/01/2024,Langat Chebet,0198090418,Ndoti Koech,110445.14,Refund,Completed
TXN0127764,31/05/2023,Mutua Koech,0157891713,Auma Owino,178164.54,Sale,Completed
TXN0124066,2024-03-05,Wachira Wambui,0114548693,Kipchoge Chebet,256923.63,SALE,Failed
TXN0110993,8-Feb-24,Mumo Akinyi,0140263951,Akinyi Ogola,235279.37,TRANSFER,Pending
TXN0122610,25/07/2023,Awino Ogola,+254716209761,Mumo Gitau,352281.42,SALE,Pending
TXN0109398,09/02/2023,Nyambura Ndinda,0723228448,Kibet Ndinda,229277.31,Refund,Completed
TXN0121162,2023-05-20,Auma Otieno,+254760362432,Kiprotich Kariuki,8869.42,refund,Reversed
TXN0104948,2024-02-12,Ogola Koech,730639925,Mwende Ndinda,241254.95,Refund,Reversed
TXN0129172,19-Oct-23,Langat Njoroge,0120247729,Kiprotich Kibet,49184.26,refund,Completed
TXN0121607,14/04/2023,Ndinda Ogola,+254771504509,Adhiambo Gitau,332596.1,Refund,Reversed
TXN0110581,10-Apr-24,Syombua Kibet,0785437822,Wachira Chebet,430201.12,Refund,Failed
TXN0119267,27/01/2023,Onyango Njoroge,0186365428,Adhiambo Musyoka,232194.16,refund,Completed
TXN0129643,2023-10-30,Otieno Otieno,0781241775,Muthiani Kibet,3063.82,refund,Completed
TXN0119340,04/04/2024,Ogola Wambui,770327094,Mwende Kariuki,418346.64,TRANSFER,Pending
TXN0117951,2023-04-21,Wachira Mutua,+254724403138,Ndinda Ogola,264493.42,refund,Pending
TXN0100251,29-Jan-23,Koech Njoroge,+254782690984,Chebet Ndinda,376521.74,TRANSFER,Reversed
TXN0103755,2023-08-30,Wambui Chebet,+254792800325,Owino Gitau,291124.38,TRANSFER,Reversed
TXN0126136,2023-04-26,Bett Kamau,0725807733,Mumo Kibet,368083.32,Sale,Pending
TXN0128041,2023-11-22,Kipchoge Ogola,+254742812718,Kariuki Odhiambo,419920.1,sale,Pending
TXN0112489,2023-07-11,Muthiani Gitau,0177729554,Musyoka Kariuki,36214.31,TRANSFER,Reversed
TXN0110319,02/08/2023,Kariuki Akinyi,0111713670,Kioko Ndinda,16418.28,TRANSFER,Completed
TXN0120755,05/10/2023,Otieno Mwangi,775899289,Kamau Rotich,232901.67,TRANSFER,Reversed
TXN0120154,2023-01-29,Ndoti Owino,+254766149408,Akoth Otieno,405531.06,refund,Pending
TXN0128074,7-Oct-23,Ochieng Otieno,0155705295,Odero Ogola,174307.71,sale,Pending
TXN0107616,2023-07-14,Akinyi Koech,0196926182,Chepkoech Njoroge,282199.63,sale,Completed
TXN0108897,22-Jun-23,Ndinda Kamau,0112811804,Chepkoech Wambui,386015.53,SALE,Failed
TXN0111916,27-Nov-23,Cherono Ogola,+254770863782,Wambui Odhiambo,13426.21,Transfer,Reversed
TXN0119207,7-Apr-23,Odhiambo Kamau,0129402305,Chepkoech Ndinda,46764.41,Sale,Completed
TXN0113222,27-Jan-23,Mwende Kibet,0798255105,Kioko Mutua,301330.09,Transfer,Completed
TXN0129515,2023-07-08,Cherono Chebet,+254747936013,Kimani Otieno,92128.45,Refund,Completed
TXN0112003,2024-02-01,Mumo Ndinda,0721994099,Chepkoech Mutua,380972.69,Refund,Pending
TXN0103452,17/05/2023,Njoroge Otieno,0780510109,Owino Kariuki,132945.79,sale,Completed
TXN0123374,2024-02-03,Akoth Musyoka,0146528698,Mwende Wambui,266061.02,TRANSFER,Failed
TXN0110048,2024-04-12,Syombua Kibet,+254789988443,Cherono Akinyi,177525.48,TRANSFER,Reversed
TXN0115413,29-Jan-23,Ogola Kariuki,0168596332,Kariuki Wambui,387913.07,SALE,Pending
TXN0102335,2024-04-03,Cherono Kibet,+254732726290,Langat Musyoka,-3088.75,refund,Pending
TXN0121532,30-Mar-23,Ndinda Gitau,0149696094,Syombua Njoroge,437550.16,Sale,Reversed
TXN0106882,15-Jan-23,Mwende Otieno,+254738345332,Kiprotich Ndinda,248728.34,Transfer,Pending
TXN0127549,2024-02-09,Chepkoech Akinyi,+254770459241,Kiprotich Owino,243851.98,refund,Pending
TXN0102143,02/02/2024,Mulwa Akinyi,0145412428,Rotich Kariuki,207029.73,refund,Completed
TXN0114428,2023-10-01,Akoth Koech,714903511,Onyango Kariuki,219500.86,refund,Completed
TXN0109531,29-Jan-24,Kipchoge Owino,0773499393,Odhiambo Rotich,37446.27,SALE,Reversed
TXN0114592,2-Apr-24,Gitau Kibet,749434900,Kariuki Mwangi,352345.99,sale,Reversed
TXN0127680,2023-10-25,Kariuki Odhiambo,0155549044,Kamau Kamau,267899.25,Refund,Pending
TXN0124548,27/05/2024,Awino Kariuki,+254717521001,Ogola Koech,442616.26,Transfer,Completed
TXN0108362,2-May-24,Ogola Njoroge,0166051010,Wanjiku Musyoka,227046.66,refund,Completed
TXN0122161,24/02/2024,Gitau Kariuki,+254746196589,Kibet Odhiambo,283727.43,refund,Pending
TXN0105997,2023-05-10,Chepkoech Gitau,0161708837,Owino Chebet,312381.92,SALE,Pending
TXN0110774,2023-09-25,Wachira Ndinda,778641644,Sang Kamau,172576.62,TRANSFER,Completed
TXN0124012,2023-06-28,Kioko Mwangi,716886087,Wairimu Kariuki,274938.81,SALE,Pending
TXN0121845,22-Jun-23,Awino Kamau,724856630,Wairimu Otieno,430358.52,Refund,Pending
TXN0104081,2024-06-18,Langat Mwangi,0113127012,Mwende Mwangi,283534.93,sale,Reversed
TXN0124823,2-Aug-23,Muthiani Musyoka,+254732135380,Koech Odhiambo,132437.59,Transfer,Reversed
TXN0118418,27/04/2023,Rotich Mutua,+254752841732,Ogola Gitau,278744.81,TRANSFER,Reversed
TXN0109850,27-Jun-24,Nzula Owino,+254794569894,Ogola Chebet,439706.88,Transfer,Failed
TXN0125053,28/04/2023,Ndoti Gitau,0752399704,Njeri Odhiambo,151337.98,SALE,Reversed
TXN0118935,10/05/2023,Otieno Ogola,0769564971,Mutua Ogola,43931.16,Sale,Completed
TXN0109011,14/03/2024,Kariuki Kariuki,732320755,Muthiani Rotich,91848.2,SALE,Reversed
TXN0123413,2023-01-14,Kamau Musyoka,+254728645940,Kibet Njoroge,395839.28,sale,Reversed
TXN0100062,12-Mar-24,Wairimu Kibet,0766177060,Ogola Odhiambo,29603.72,sale,Failed
TXN0129529,25/08/2023,Mulwa Ndinda,0784338490,Nyambura Chebet,4208.43,SALE,Reversed
TXN0113292,2023-06-26,Kioko Ndinda,0190990253,Odero Rotich,85077.49,Transfer,Failed
TXN0106633,29-Mar-23,Syombua Koech,771955744,Mumo Chebet,270482.31,Sale,Reversed
TXN0118726,03/04/2024,Wanjiku Koech,715762416,Mumo Kariuki,392008.2,refund,Failed
TXN0110531,2024-05-03,Adhiambo Njoroge,762912187,Owino Kariuki,119094.32,refund,Reversed
TXN0112343,2023-01-13,Chebet Otieno,791842031,Koech Odhiambo,163582.22,refund,Reversed
TXN0110470,09/04/2023,Wachira Akinyi,+254711398462,Awino Chebet,323691.42,sale,Completed
TXN0114680,30/06/2024,Jelimo Mutua,0712482554,Njeri Mutua,142822.4,TRANSFER,Completed
TXN0105275,2023-11-14,Akoth Mutua,+254799375225,Kariuki Njoroge,208587.78,refund,Completed
TXN0122118,3-Apr-23,Koech Kariuki,+254763737526,Odhiambo Akinyi,318363.73,sale,Completed
TXN0120372,21-Jan-24,Rotich Chebet,+254722424457,Owino Musyoka,70422.92,sale,Completed
TXN0112549,2023-09-17,Odero Koech,711301852,Ndoti Ogola,196672.24,Sale,Failed
TXN0124763,2024-05-09,Chebet Owino,+254741214996,Njoroge Akinyi,214548.92,Transfer,Reversed
TXN0113832,05/04/2024,Chepkoech Gitau,0168971665,Syombua Musyoka,262336.02,Sale,Failed
TXN0117953,2024-06-26,Mutua Njoroge,+254731615913,Auma Kibet,415450.89,sale,Reversed
TXN0125305,13/01/2024,Gitau Odhiambo,0734929756,Kipchoge Koech,13076.16,Transfer,Completed
TXN0116405,09/10/2023,Auma Owino,+254789203226,Ogola Akinyi,136552.66,TRANSFER,Pending
TXN0106391,2023-11-07,Owino Njoroge,756569992,Otieno Mutua,27769.77,Sale,Pending
TXN0113059,2023-04-28,Kiplangat Njoroge,+254780942237,Mwende Wambui,219241.45,refund,Failed
TXN0106425,15-Jul-23,Chebet Kariuki,0167427104,Cherono Wambui,102770.05,TRANSFER,Pending
TXN0129465,2023-05-25,Chebet Mwangi,0779973121,Owino Ogola,47478.36,sale,Failed
TXN0121916,13/01/2023,Odero Kamau,+254730177035,Awino Koech,36669.74,Transfer,Pending
TXN0126147,31/07/2023,Mumo Ndinda,+254712256846,Nyambura Akinyi,37799.19,Refund,Completed
TXN0123180,3-May-23,Sang Koech,+254760203590,Onyango Kamau,184905.1,refund,Failed
TXN0119893,8-Aug-23,Mumo Chebet,0118227992,Kipchoge Ndinda,324044.32,TRANSFER,Failed
TXN0119674,24-May-23,Awino Kamau,+254787428344,Gitau Kariuki,323336.13,Sale,Reversed
TXN0129220,04/11/2023,Nzula Koech,723709590,Nyambura Musyoka,304670.93,TRANSFER,Failed
TXN0121728,4-Aug-23,Mulwa Koech,+254764832517,Kibet Njoroge,254722.61,refund,Pending
TXN0118920,31-Jan-24,Ochieng Kamau,+254721618612,Cherono Wambui,262707.81,TRANSFER,Completed
TXN0110545,01/09/2023,Mumo Kariuki,716217362,Akinyi Njoroge,148840.08,Sale,Failed
TXN0127404,15-May-24,Kibet Chebet,792299750,Owino Odhiambo,45271.49,Transfer,Completed
TXN0105702,10/05/2023,Njeri Rotich,0131199930,Mwende Wambui,54311.8,sale,Reversed
TXN0110538,29-Oct-23,Otieno Gitau,0749174632,Auma Akinyi,105565.69,Refund,Reversed
TXN0111733,2-May-24,Awino Ndinda,+254729241888,Akoth Gitau,396423.68,SALE,Completed
TXN0106353,2023-04-08,Kiplangat Kamau,0764117213,Nyambura Njoroge,197870.51,Sale,Reversed
TXN0103802,25-Feb-23,Chebet Ndinda,719506573,Nyambura Owino,179403.59,SALE,Pending
TXN0121202,13/06/2024,Ndinda Kamau,723872080,Wairimu Koech,156452.7,Sale,Pending
TXN0106528,2024-06-18,Musyoka Odhiambo,+254740348392,Ndoti Akinyi,49486.55,Refund,Pending
TXN0116140,2023-12-10,Chepkoech Kamau,0765819265,Mwende Chebet,432674.62,TRANSFER,Failed
TXN0128010,17/02/2024,Wambui Mwangi,0133391530,Kiprotich Ogola,141578.12,SALE,Failed
TXN0114381,2023-07-03,Bett Wambui,720938587,Syombua Wambui,48427.17,TRANSFER,Completed
TXN0122819,2023-06-27,Nzula Ndinda,+254758329326,Akinyi Odhiambo,134747.23,Sale,Pending
TXN0120046,2024-02-23,Muthiani Ndinda,0192909454,Wanjiku Gitau,227608.62,refund,Pending
TXN0100626,24/08/2023,Njeri Kibet,0168576625,Kariuki Kibet,18404.23,sale,Reversed
TXN0107879,2024-06-23,Nyambura Otieno,753978848,Kamau Owino,217685.05,refund,Pending
TXN0128943,2023-06-30,Nzula Njoroge,0722963279,Ochieng Chebet,66523.6,refund,Pending
TXN0129135,13-Aug-23,Ochieng Kibet,0710161681,Kibet Mutua,329056.78,Transfer,Reversed
TXN0111421,16-Mar-23,Odero Kamau,+254770404055,Njeri Mutua,113423.51,Transfer,Reversed
TXN0107764,2023-07-05,Kipchoge Rotich,+254741647202,Onyango Owino,269974.31,Sale,Reversed
TXN0103458,13/04/2023,Onyango Ndinda,0787385835,Ogola Kamau,347357.74,TRANSFER,Pending
TXN0119257,2023-09-28,Wairimu Ogola,775988088,Awino Kibet,184527.09,SALE,Pending
TXN0119487,2023-01-15,Wachira Mwangi,0786953904,Adhiambo Musyoka,189630.87,SALE,Failed
TXN0110332,2023-02-25,Njoroge Kamau,+254741935441,Mumo Ndinda,22760.24,Refund,Pending
TXN0121930,18-Jan-23,Chepkoech Mwangi,+254738287132,Kibet Odhiambo,140279.11,SALE,Completed
TXN0106824,2023-08-25,Adhiambo Kamau,754339046,Kibet Rotich,59484.17,Refund,Reversed
TXN0109541,2023-04-18,Auma Koech,0738292865,Chebet Owino,92050.63,Transfer,Failed
TXN0107754,18/05/2024,Auma Njoroge,0157599998,Cherono Kariuki,262765.06,refund,Pending
TXN0106603,19/02/2023,Akinyi Owino,771244498,Akoth Kamau,252299.53,SALE,Pending
TXN0111713,2024-03-23,Bett Ndinda,0177860661,Kioko Ndinda,324274.39,SALE,Failed
TXN0113336,2023-02-01,Cherono Chebet,+254778532367,Jelimo Rotich,305580.65,SALE,Failed
TXN0122822,01/03/2024,Kiprotich Akinyi,0774261106,Muthiani Rotich,188860.62,refund,Completed
TXN0103561,7-Jun-24,Mutua Wambui,0134140835,Odhiambo Kibet,11112.23,Transfer,Failed
TXN0101523,13-Feb-24,Njoroge Akinyi,757154391,Kamau Njoroge,340017.44,Refund,Reversed
TXN0128632,2-Nov-23,Cherono Mutua,777890119,Wachira Rotich,40198.87,Refund,Completed
TXN0124883,19/04/2023,Mutua Kibet,+254766121104,Kamau Gitau,433060.28,refund,Completed
TXN0112587,2023-02-11,Kipchoge Otieno,0796599450,Akoth Musyoka,139011.27,Transfer,Completed
TXN0116823,12/01/2023,Kibet Gitau,720280169,Ogola Akinyi,381460.71,Sale,Failed
TXN0112435,05/10/2023,Kimani Mwangi,713511052,Kimani Kamau,367901.55,Sale,Completed
TXN0117091,12-Jul-23,Awino Ndinda,0784242405,Wairimu Akinyi,333864.22,refund,Completed
TXN0111110,2023-10-24,Auma Owino,+254740542940,Owino Chebet,148163.47,Refund,Reversed
TXN0119550,26-Apr-24,Kamau Koech,0781260406,Kioko Rotich,252690.57,SALE,Reversed
TXN0101035,2023-08-01,Kipchoge Akinyi,0192743681,Mumo Ogola,325378.43,refund,Pending
TXN0115681,2023-10-08,Akoth Kariuki,0771157967,Jelimo Gitau,440462.0,Sale,Reversed
TXN0120897,2023-07-21,Langat Chebet,0777670924,Awino Kibet,48106.19,refund,Pending
TXN0107828,25/03/2024,Odhiambo Kamau,774443555,Auma Chebet,99171.05,Refund,Failed
TXN0116115,10-Feb-23,Nyambura Wambui,+254735363412,Wachira Musyoka,292241.42,Refund,Completed
TXN0124043,30/07/2023,Akoth Rotich,0797966925,Kioko Musyoka,221966.86,TRANSFER,Failed
TXN0108610,21/07/2023,Mwende Wambui,0152111998,Njeri Odhiambo,214490.29,refund,Reversed
TXN0125504,21-Feb-24,Rotich Koech,0735927429,Koech Mutua,136975.41,Transfer,Completed
TXN0104666,06/03/2023,Gitau Chebet,+254787543833,Odhiambo Rotich,382782.22,refund,Completed
TXN0100525,11/06/2023,Syombua Mutua,+254710107574,Gitau Chebet,187329.2,TRANSFER,Reversed
TXN0108564,2023-02-06,Mumo Kariuki,719687970,Odhiambo Akinyi,277173.24,sale,Reversed
TXN0121013,15/06/2023,Ndinda Chebet,0741520272,Ogola Njoroge,201534.26,SALE,Completed
TXN0106552,14/05/2024,Syombua Wambui,723435301,Musyoka Chebet,234773.78,Transfer,Reversed
TXN0122146,29/04/2024,Odhiambo Mwangi,0174705636,Akoth Chebet,401787.04,Refund,Pending
TXN0117719,2024-05-20,Chepkoech Mutua,+254783708994,Adhiambo Wambui,318962.17,sale,Pending
TXN0127246,05/01/2023,Wairimu Njoroge,764204372,Sang Rotich,314961.63,TRANSFER,Pending
TXN0111470,29-Mar-23,Odero Koech,0122898992,Kipchoge Njoroge,382465.07,Transfer,Reversed
TXN0111938,21-Mar-23,Koech Njoroge,0748683307,Chebet Ndinda,142375.83,TRANSFER,Pending
TXN0113166,2024-02-05,Adhiambo Mutua,0793530602,Rotich Gitau,69699.52,sale,Completed
TXN0101988,2023-01-28,Odhiambo Otieno,0774586377,Onyango Owino,362488.76,TRANSFER,Reversed
TXN0118150,13/10/2023,Chebet Ogola,+254735708773,Mumo Koech,366593.47,refund,Reversed
TXN0111527,12-Feb-24,Gitau Kibet,0136418491,Nzula Koech,320133.06,SALE,Pending
TXN0120711,17-May-23,Ogola Ndinda,0185702027,Awino Odhiambo,300073.28,TRANSFER,Reversed
TXN0117230,2024-03-14,Nzula Akinyi,+254730806144,Muthiani Akinyi,293259.92,SALE,Pending
TXN0102360,2023-09-19,Wambui Njoroge,717272602,Nyambura Ogola,166808.98,sale,Reversed
TXN0116467,17/04/2024,Nyambura Kibet,0139806043,Kariuki Musyoka,162773.96,Refund,Reversed
TXN0117873,1-May-23,Akoth Gitau,+254795595457,Akoth Otieno,379778.32,sale,Reversed
TXN0127153,2023-11-17,Mutua Chebet,0186923778,Kimani Odhiambo,219080.19,TRANSFER,Failed
TXN0121860,2023-08-27,Mulwa Otieno,0119238051,Chepkoech Otieno,237230.16,Transfer,Pending
TXN0113268,05/07/2023,Njeri Koech,797185663,Onyango Owino,401425.32,refund,Failed
TXN0105801,15-Jul-23,Mulwa Kamau,0185031723,Chepkoech Ogola,42374.35,refund,Reversed
TXN0124568,25-May-23,Otieno Koech,+254754768381,Ogola Kariuki,297869.85,Sale,Failed
TXN0116139,7-Apr-23,Kamau Wambui,0731253213,Odhiambo Kariuki,80469.88,TRANSFER,Pending
TXN0116583,2023-08-01,Ogola Ndinda,754549837,Ochieng Kibet,150809.21,Transfer,Failed
TXN0112632,14-Apr-24,Kibet Gitau,739580121,Odhiambo Kamau,323683.59,Sale,Failed
TXN0126278,24-Nov-23,Cherono Rotich,0157518003,Kimani Njoroge,344083.91,Sale,Reversed
TXN0109319,2024-04-29,Chebet Rotich,767186990,Syombua Mutua,65221.52,TRANSFER,Completed
TXN0102061,05/08/2023,Ndinda Kibet,+254792561406,Kamau Owino,211977.89,TRANSFER,Completed
TXN0118951,19-Mar-23,Njeri Njoroge,+254762262341,Onyango Otieno,164604.29,Transfer,Pending
TXN0127258,31/08/2023,Kiplangat Ogola,+254727505187,Auma Rotich,313908.84,Transfer,Pending
TXN0124300,2024-04-16,Akoth Rotich,0163610676,Ogola Rotich,325432.27,sale,Pending
TXN0105115,2024-02-03,Njoroge Koech,+254710281396,Mulwa Wambui,366352.52,TRANSFER,Completed
TXN0127943,2023-10-28,Langat Njoroge,0167249013,Wambui Owino,264486.73,refund,Reversed
TXN0128313,08/01/2023,Njeri Owino,722203651,Mulwa Kibet,205676.46,TRANSFER,Failed
TXN0125567,14-Nov-23,Koech Koech,792557874,Kioko Odhiambo,413716.8,TRANSFER,Pending
TXN0125048,4-Apr-24,Njoroge Odhiambo,724987013,Akinyi Ogola,137079.34,refund,Completed
TXN0108658,13-Dec-23,Langat Chebet,+254767112824,Mulwa Koech,289304.98,SALE,Pending
TXN0100128,27/05/2024,Njeri Otieno,727848255,Mumo Ogola,205672.0,refund,Pending
TXN0117887,15-Jul-23,Jelimo Musyoka,0717728910,Jelimo Ogola,391382.08,SALE,Reversed
TXN0111850,29/02/2024,Muthiani Chebet,0194099771,Awino Kibet,,sale,Failed
TXN0121089,22/08/2023,Mwangi Otieno,0710393257,Ogola Mwangi,178897.55,Sale,Failed
TXN0122037,2024-04-21,Mumo Musyoka,+254790764431,Odhiambo Njoroge,183810.64,Transfer,Failed
TXN0120708,2024-01-24,Akinyi Ndinda,710698537,Cherono Otieno,92902.8,Transfer,Failed
TXN0124093,21-Jun-24,Nyambura Kamau,0185195465,Jelimo Njoroge,135068.54,Transfer,Reversed
TXN0119919,26/03/2023,Koech Ogola,0712557169,Chebet Ndinda,373705.62,Transfer,Pending
TXN0117836,02/12/2023,Syombua Chebet,790648418,Gitau Akinyi,163111.53,Transfer,Completed
TXN0122934,02/12/2023,Auma Kariuki,717576560,Wambui Ogola,375337.09,Sale,Failed
TXN0108134,2023-11-10,Sang Mwangi,+254719127281,Bett Kamau,264935.13,Sale,Completed
TXN0111348,21-Feb-24,Koech Ndinda,0155736260,Nyambura Otieno,360890.66,Sale,Pending
TXN0117380,12-Jun-23,Wachira Chebet,711136554,Chebet Koech,303726.53,Refund,Failed
TXN0112298,2024-03-28,Musyoka Kariuki,0175795743,Chebet Mutua,101300.17,sale,Completed
TXN0118290,10/06/2024,Jelimo Musyoka,0764645606,Kibet Rotich,140290.3,sale,Reversed
TXN0107009,21/01/2024,Kibet Ogola,0745648917,Kariuki Wambui,68286.32,TRANSFER,Pending
TXN0102724,12-Sep-23,Chebet Rotich,0710501850,Kamau Gitau,204417.33,TRANSFER,Completed
TXN0125440,2024-05-25,Mwende Musyoka,+254725298145,Auma Ogola,398956.18,SALE,Failed
TXN0110973,23/09/2023,Musyoka Musyoka,722892258,Otieno Njoroge,103253.24,Transfer,Failed
TXN0117604,10/01/2024,Owino Ndinda,766392758,Owino Odhiambo,185014.92,Refund,Completed
TXN0127744,20-Nov-23,Kiprotich Akinyi,0789294115,Onyango Koech,225406.7,TRANSFER,Pending
TXN0117026,2023-01-01,Ochieng Odhiambo,774412506,Chepkoech Otieno,138809.68,SALE,Failed
TXN0129532,21-Jun-24,Langat Rotich,+254786977870,Koech Mwangi,218681.48,Sale,Failed
TXN0112615,11/06/2024,Kiprotich Chebet,0794531681,Wachira Musyoka,361902.97,Transfer,Failed
TXN0106130,10-Sep-23,Mutua Kibet,0141368078,Akinyi Gitau,174053.35,Refund,Reversed
TXN0104763,23/01/2024,Rotich Mwangi,0197341376,Awino Mutua,408121.06,Transfer,Completed
TXN0114756,6-Mar-23,Cherono Akinyi,+254760940214,Bett Njoroge,243672.83,Refund,Completed
TXN0116627,2023-03-21,Wairimu Otieno,0179285590,Owino Ndinda,141386.0,sale,Pending
TXN0101087,28-Jun-24,Ndinda Akinyi,0732188129,Nyambura Odhiambo,284832.36,Refund,Failed
TXN0104166,27-Jun-24,Wambui Kamau,0753828586,Adhiambo Mutua,187881.1,refund,Completed
TXN0102040,18/03/2023,Langat Mutua,+254783330273,Onyango Ndinda,242457.55,SALE,Pending
TXN0105180,2023-09-23,Kamau Owino,0193928933,Bett Kibet,218475.95,Transfer,Completed
TXN0112253,17-Sep-23,Wairimu Owino,735332799,Kamau Mutua,246440.0,SALE,Reversed
TXN0113678,17/06/2024,Kiplangat Kamau,+254723937845,Jelimo Rotich,194053.33,sale,Reversed
TXN0108928,17-Aug-23,Nyambura Gitau,786387365,Mwangi Akinyi,429260.04,SALE,Pending
TXN0122982,13/03/2023,Nzula Kariuki,0716481161,Wanjiku Kibet,377191.87,sale,Failed
TXN0114973,2023-07-19,Akoth Musyoka,+254726207514,Bett Njoroge,327796.25,refund,Completed
TXN0127382,2024-03-06,Bett Musyoka,0767629973,Akinyi Mwangi,194584.65,TRANSFER,Failed
TXN0112578,2023-04-29,Odero Gitau,718320278,Mulwa Owino,437081.18,refund,Pending
TXN0129128,2023-12-29,Chepkoech Ndinda,0149266570,Njoroge Chebet,382923.6,TRANSFER,Reversed
TXN0110986,07/03/2023,Wachira Rotich,+254796409491,Chepkoech Koech,149766.49,Transfer,Failed
TXN0108847,2023-07-06,Nzula Njoroge,0783180996,Kamau Wambui,309597.26,TRANSFER,Failed
TXN0102251,04/11/2023,Auma Kibet,+254757329822,Ndinda Njoroge,"KES 71,706.32",Refund,Failed
TXN0124557,11-Mar-24,Muthiani Owino,0794108248,Nzula Odhiambo,372586.78,sale,Completed
TXN0124715,27-Aug-23,Syombua Musyoka,+254791405394,Mulwa Owino,26144.68,TRANSFER,Pending
TXN0108019,2023-06-26,Gitau Gitau,728381796,Muthiani Ndinda,417939.06,sale,Completed
TXN0124334,2023-03-08,Wanjiku Wambui,+254779209527,Ndinda Kariuki,189291.62,TRANSFER,Pending
TXN0126021,2024-04-25,Muthiani Kariuki,0712579206,Ndoti Odhiambo,191792.23,sale,Failed
TXN0108500,27/05/2024,Onyango Chebet,0710563501,Wachira Ogola,278383.78,TRANSFER,Reversed
TXN0112808,26/05/2024,Mwende Rotich,758139502,Muthiani Gitau,331106.47,Sale,Reversed
TXN0120325,2-Feb-23,Chebet Gitau,730870091,Mulwa Musyoka,424488.76,refund,Pending
TXN0124399,28/01/2024,Langat Mwangi,0159818606,Koech Akinyi,166750.96,Sale,Completed
TXN0109813,09/09/2023,Kimani Akinyi,0121953508,Kipchoge Mutua,358933.42,TRANSFER,Failed
TXN0117353,2023-12-28,Wachira Ogola,757748084,Njoroge Koech,194754.74,SALE,Failed
TXN0125182,2024-05-29,Rotich Wambui,+254778403569,Kibet Ogola,378338.7,Transfer,Pending
TXN0105493,30/04/2023,Kamau Chebet,+254792710683,Owino Owino,16473.94,TRANSFER,Completed
TXN0114091,24/06/2023,Njoroge Kibet,754109873,Odhiambo Ndinda,323084.23,Sale,Reversed
TXN0113385,19/01/2024,Akoth Rotich,760754859,Onyango Kariuki,204393.11,TRANSFER,Completed
TXN0128987,14/02/2024,Chepkoech Koech,765664528,Bett Odhiambo,203546.29,SALE,Reversed
TXN0118970,2023-10-04,Auma Akinyi,0198255756,Wairimu Kibet,433862.13,SALE,Reversed
TXN0117445,2024-02-10,Gitau Owino,+254748631723,Ndinda Owino,338134.34,Transfer,Pending
TXN0109432,14/04/2024,Njoroge Odhiambo,+254734579382,Chebet Odhiambo,411794.36,Sale,Pending
TXN0112201,23/05/2024,Auma Wambui,730222748,Onyango Otieno,186024.39,Transfer,Completed
TXN0116308,2023-03-03,Mutua Musyoka,770125169,Ochieng Owino,120468.05,Refund,Reversed
TXN0113469,2023-12-08,Kioko Kariuki,0723500986,Wanjiku Kamau,81661.39,sale,Completed
TXN0110811,2024-02-26,Syombua Akinyi,0788427636,Langat Kibet,221940.38,SALE,Completed
TXN0122954,14-Feb-24,Mwende Otieno,0778555498,Mumo Mutua,336408.22,Refund,Pending
TXN0125372,2023-08-15,Jelimo Ogola,777280020,Sang Kariuki,6317.82,sale,Failed
TXN0109515,20/04/2024,Odhiambo Mwangi,0799231631,Jelimo Owino,334194.01,SALE,Pending
TXN0114389,2023-11-21,Rotich Musyoka,763159004,Ndoti Mwangi,422194.92,TRANSFER,Pending
TXN0125329,6-Apr-23,Chepkoech Chebet,0727937974,Nzula Akinyi,60897.27,Refund,Reversed
TXN0127291,2024-02-27,Syombua Chebet,789237189,Odhiambo Gitau,340134.37,Refund,Reversed
TXN0128337,2023-06-27,Wachira Owino,0182642758,Akinyi Musyoka,419417.46,SALE,Completed
TXN0123419,15/03/2023,Sang Rotich,+254731477325,Njeri Kamau,200934.98,sale,Completed
TXN0123190,14/04/2023,Onyango Ndinda,786902345,Nzula Kibet,192199.9,refund,Reversed
TXN0106349,2023-09-12,Akinyi Chebet,+254751932394,Ndoti Kamau,120984.74,SALE,Pending
TXN0126561,2023-12-12,Odero Ogola,760378793,Kiplangat Gitau,208594.15,Sale,Completed
TXN0118031,2023-08-07,Otieno Kamau,0789780853,Auma Mwangi,301321.53,sale,Pending
TXN0125450,2023-05-08,Wambui Rotich,0716181767,Ndinda Wambui,8561.42,sale,Pending
